msaname15,grp,year,aian,api,black,hisp,white
"Albuquerque, NM Metro Area",Very Low,2010,40.12738853503185,10.09389671361502,13.92535772237793,17.99680456667753,8.093385214007782
"Albuquerque, NM Metro Area",Very Low,2015,43.42946537886002,2.464015613564284,22.30451257320014,22.49417889034362,7.282487967419474
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",High,2010,17.22595078299776,39.15020108410561,12.66167460857726,7.776745120695286,27.13669485536032
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",High,2015,10.82251082251082,21.75655976676385,15.69948921679909,9.117179917056383,24.80877313228239
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Low,2010,4.921700223713646,12.5546424200035,19.04545798351108,18.52754263896913,14.6402489053526
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Low,2015,2.813852813852814,10.91472303206997,23.07746878547105,19.63954822200653,19.97075622572538
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Moderate,2010,49.44071588366891,19.39150201084106,16.73852204825656,15.40026625806938,29.15864466811266
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Moderate,2015,31.16883116883117,23.50583090379009,9.364358683314416,9.655431042089473,24.10143934201508
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Very High,2010,9.843400447427292,26.4906452176954,7.397322441570229,6.344980030644797,22.53795725391758
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Very High,2015,0,34.69387755102041,9.130249716231555,7.559781170034413,26.25816769476811
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Very Low,2010,18.56823266219239,2.413009267354433,44.15702291808486,51.95046595162142,6.526454317256842
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Very Low,2015,55.1948051948052,9.129008746355685,42.72843359818388,54.0280596488132,4.860863605209047
"Atlanta-Sandy Springs-Roswell, GA Metro Area",High,2010,24.31382703262558,31.17709113703426,11.21521434614928,17.88907230442267,31.27838110418489
"Atlanta-Sandy Springs-Roswell, GA Metro Area",High,2015,14.75409836065574,24.65401397328479,12.55882985504944,17.25644875731158,27.30968658377009
"Atlanta-Sandy Springs-Roswell, GA Metro Area",Low,2010,31.48627654065251,11.79078691883132,27.16411131409232,25.43603257056029,17.52616288307696
"Atlanta-Sandy Springs-Roswell, GA Metro Area",Low,2015,28.50859656137545,12.3029151163102,24.39823524966722,29.09257972703436,13.35622668971163
"Atlanta-Sandy Springs-Roswell, GA Metro Area",Moderate,2010,11.729673744174,18.77933554512514,21.10542361776829,22.52780259776973,24.42995271697589
"Atlanta-Sandy Springs-Roswell, GA Metro Area",Moderate,2015,29.0483806477409,13.40980271435072,19.56454766162831,21.07303735909101,20.85802853564156
"Atlanta-Sandy Springs-Roswell, GA Metro Area",Very High,2010,11.36716727084412,26.05990184536823,2.495061125480573,5.807373304458007,21.86024496185747
"Atlanta-Sandy Springs-Roswell, GA Metro Area",Very High,2015,14.19432227109156,40.1009181679471,5.106111717143926,10.43275587727751,33.69311939765865
"Atlanta-Sandy Springs-Roswell, GA Metro Area",Very Low,2010,21.10305541170378,12.19288455364105,38.02018959650953,28.3397192227893,4.905258333904788
"Atlanta-Sandy Springs-Roswell, GA Metro Area",Very Low,2015,13.49460215913635,9.532350028107182,38.37227551651111,22.14517827928554,4.782938793218062
"Augusta-Richmond County, GA-SC Metro Area",High,2010,33.97027600849257,21.79190751445087,11.66813251245969,26.68254913639071,27.33183520599251
"Augusta-Richmond County, GA-SC Metro Area",High,2015,55.20833333333334,15.41997492687004,12.14906297120701,21.861051814477,26.52337420124132
"Augusta-Richmond County, GA-SC Metro Area",Low,2010,21.44373673036094,3.757225433526012,24.04332005449497,23.78796902918404,17.00674157303371
"Augusta-Richmond County, GA-SC Metro Area",Low,2015,44.79166666666667,6.059339740910991,22.4976664033891,21.89016107122065,15.52878588681322
"Augusta-Richmond County, GA-SC Metro Area",Moderate,2010,32.05944798301486,10.11560693641619,24.36235708003518,26.09886837403216,25.10711610486891
"Augusta-Richmond County, GA-SC Metro Area",Moderate,2015,0,29.58629335562056,19.9719968406692,20.12419949543955,18.81860152260984
"Augusta-Richmond County, GA-SC Metro Area",Very High,2010,9.554140127388536,58.4971098265896,6.351423594943695,12.76950565812984,23.79925093632959
"Augusta-Richmond County, GA-SC Metro Area",Very High,2015,0,40.03343083994985,5.728082142600703,19.03745391034349,31.89378420521601
"Augusta-Richmond County, GA-SC Metro Area",Very Low,2010,2.9723991507431,5.83815028901734,33.57476675806647,10.66110780226325,6.755056179775281
"Augusta-Richmond County, GA-SC Metro Area",Very Low,2015,0,8.900961136648558,39.65319164213398,17.08713370851931,7.235454184119608
"Austin-Round Rock, TX Metro Area",High,2010,10.90415211486224,34.54905143552805,10.8494832926729,11.95000322421168,38.88094952381991
"Austin-Round Rock, TX Metro Area",High,2015,12.0736329182458,25.80264496439471,16.35638297872341,12.52135945358524,27.41407696004745
"Austin-Round Rock, TX Metro Area",Low,2010,34.80791618160652,14.44151364512529,24.55798909021134,23.33147045547364,13.12795226199177
"Austin-Round Rock, TX Metro Area",Low,2015,15.64699512723335,8.679552390640895,27.04843820733364,27.28588509219055,12.88308740068105
"Austin-Round Rock, TX Metro Area",Moderate,2010,7.256499805975941,22.34959926955463,24.70052904251528,16.88680867527889,22.63791768029934
"Austin-Round Rock, TX Metro Area",Moderate,2015,30.31943692474283,19.66632756866735,20.7220461747397,18.58623410445196,21.2785430152059
"Austin-Round Rock, TX Metro Area",Very High,2010,4.46255335661622,23.69382164958913,1.762561333296785,3.00012896846721,16.2353955076527
"Austin-Round Rock, TX Metro Area",Very High,2015,6.497022198159177,42.85656154628688,8.502150294250791,7.510782591016686,31.55760755079711
"Austin-Round Rock, TX Metro Area",Very Low,2010,42.56887854093907,4.966014000202901,38.12943724130369,44.83158867656858,9.117785026236268
"Austin-Round Rock, TX Metro Area",Very Low,2015,35.46291283161884,2.994913530010173,27.37098234495247,34.09573875875556,6.866685073268501
"Bakersfield, CA Metro Area",High,2010,20.83987441130298,31.26077462360648,19.31324036587194,18.902309947335,31.99634293803639
"Bakersfield, CA Metro Area",High,2015,14.90954460386775,19.03895855269456,21.51054368096399,17.26946848710188,24.90864701846208
"Bakersfield, CA Metro Area",Low,2010,27.51177394034537,11.17112975520055,22.01229569650622,26.03357474132567,11.21449848113959
"Bakersfield, CA Metro Area",Low,2015,16.06363069245165,9.3806834497942,19.34442691149046,25.60942323905646,13.96703314238299
"Bakersfield, CA Metro Area",Moderate,2010,11.18524332810047,9.159866681990577,15.15969410706253,17.3691874450738,10.72787330049842
"Bakersfield, CA Metro Area",Moderate,2015,18.24703680598877,15.15267540920838,13.22622292354038,24.41756788723168,12.14795193795976
"Bakersfield, CA Metro Area",Very High,2010,10.16483516483516,41.15618894379956,17.35642525116209,9.981333110955731,36.48656619577078
"Bakersfield, CA Metro Area",Very High,2015,15.93886462882096,52.04364889441945,12.85324917515421,11.7159684355458,36.99755860154143
"Bakersfield, CA Metro Area",Very Low,2010,30.29827315541601,7.252039995402828,26.15834457939721,27.7135947553098,9.574719084554811
"Bakersfield, CA Metro Area",Very Low,2015,34.84092326887087,4.384033693883412,33.06555730885095,20.98757195106418,11.97880929965374
"Baltimore-Columbia-Towson, MD Metro Area",High,2010,19.42902458366376,25.27854195323246,6.382406315882154,17.49239135857906,35.6721620760528
"Baltimore-Columbia-Towson, MD Metro Area",High,2015,7.340720221606649,26.03436343393615,8.857793751838209,15.11959539110925,27.65677498179084
"Baltimore-Columbia-Towson, MD Metro Area",Low,2010,16.25693893735131,18.25997248968363,21.97205006921448,27.33373247517837,13.46448183016499
"Baltimore-Columbia-Towson, MD Metro Area",Low,2015,20.08310249307479,13.42942256191135,27.91583376120995,25.09791991481918,14.51026593762902
"Baltimore-Columbia-Towson, MD Metro Area",Moderate,2010,27.20063441712926,28.64511691884456,20.88418436975694,28.29666217632091,28.82809718066132
"Baltimore-Columbia-Towson, MD Metro Area",Moderate,2015,10.66481994459834,21.24996238678422,15.92747865186463,26.64942769137164,21.04777344785803
"Baltimore-Columbia-Towson, MD Metro Area",Very High,2010,15.54321966693101,24.30536451169188,1.92039601442009,6.882702190290875,16.58587019672274
"Baltimore-Columbia-Towson, MD Metro Area",Very High,2015,16.82825484764543,34.55300454367647,2.907234687417436,10.50690192797657,31.21267961614758
"Baltimore-Columbia-Towson, MD Metro Area",Very Low,2010,21.57018239492466,3.511004126547455,48.84096323072634,19.99451179963079,5.449388716398143
"Baltimore-Columbia-Towson, MD Metro Area",Very Low,2015,45.0831024930748,4.733247073691812,44.39165914766978,22.62615507472335,5.57250601657453
"Baton Rouge, LA Metro Area",High,2010,17.19745222929936,30.0774270399047,9.827709370043467,25.6403785488959,25.25654155872844
"Baton Rouge, LA Metro Area",High,2015,8.815426997245179,22.13403880070546,11.6037205818091,18.7543667032638,28.35582495443655
"Baton Rouge, LA Metro Area",Low,2010,56.05095541401274,18.13579511614056,29.70348576755899,26.76340694006309,21.4290017470932
"Baton Rouge, LA Metro Area",Low,2015,14.32506887052342,12.40446796002352,25.73194331731069,24.782912466314,16.87485921405607
"Baton Rouge, LA Metro Area",Moderate,2010,0,14.71113758189398,11.66684828012059,19.96214511041009,28.81900516095347
"Baton Rouge, LA Metro Area",Moderate,2015,33.33333333333333,16.63727219282775,13.02703040139834,22.22776724223974,23.75750005119489
"Baton Rouge, LA Metro Area",Very High,2010,6.369426751592357,32.16200119118523,3.703703703703703,9.753943217665615,18.07639014398458
"Baton Rouge, LA Metro Area",Very High,2015,19.55922865013774,43.15108759553204,10.98071040639241,19.2534185048408,25.45819425388569
"Baton Rouge, LA Metro Area",Very Low,2010,20.38216560509554,4.913639070875521,45.09825287857325,17.8801261829653,6.419061389240316
"Baton Rouge, LA Metro Area",Very Low,2015,23.96694214876033,5.673133450911229,38.65659529308946,14.98153508334165,5.553621526426801
"Birmingham-Hoover, AL Metro Area",High,2010,16.16,38.94736842105263,10.38429808882167,21.89005630696001,27.85335632624385
"Birmingham-Hoover, AL Metro Area",High,2015,17.07865168539326,32.72264631043257,10.96295939733808,20.28435045937484,23.46674611844936
"Birmingham-Hoover, AL Metro Area",Low,2010,26.56,9.921052631578947,25.66799578349145,38.50931677018634,23.87175065465926
"Birmingham-Hoover, AL Metro Area",Low,2015,25.61797752808988,3.867684478371501,22.25564995547426,22.58379099727968,19.80534313238653
"Birmingham-Hoover, AL Metro Area",Moderate,2010,37.92,16.71052631578947,20.68495348091113,25.05369478144773,24.75889378552724
"Birmingham-Hoover, AL Metro Area",Moderate,2015,40.2247191011236,14.58015267175572,17.59970155719753,28.21947338705538,21.24805508656934
"Birmingham-Hoover, AL Metro Area",Very High,2010,14.72,30.97368421052632,1.884825152390119,5.555233064375689,18.1560963147474
"Birmingham-Hoover, AL Metro Area",Very High,2015,7.415730337078652,45.26717557251909,5.314207321475848,10.85561771801057,28.60264177177476
"Birmingham-Hoover, AL Metro Area",Very Low,2010,4.64,3.447368421052631,41.37792749438562,8.991699077030244,5.359902918822252
"Birmingham-Hoover, AL Metro Area",Very Low,2015,9.662921348314606,3.562340966921119,43.86748176851428,18.05676743827953,6.877213890820008
"Boise City, ID Metro Area",High,2010,1.528776978417266,19.91260923845194,16.8241965973535,5.08322226699315,18.72548635847653
"Boise City, ID Metro Area",High,2015,21.63265306122449,22.23591007083462,19.02173913043478,9.955257270693513,21.24995165719148
"Boise City, ID Metro Area",Low,2010,33.27338129496403,16.19850187265918,33.20730938878387,35.08663174534296,28.62332172074999
"Boise City, ID Metro Area",Low,2015,16.3265306122449,10.34801355097013,34.36454849498327,26.30069408592898,14.46030088564025
"Boise City, ID Metro Area",Moderate,2010,24.91007194244605,38.04619225967541,24.00756143667297,20.16241515048198,26.82585039339257
"Boise City, ID Metro Area",Moderate,2015,24.08163265306122,16.7231290421928,13.54515050167224,18.67148511443813,24.36864292067912
"Boise City, ID Metro Area",Very High,2010,7.10431654676259,15.88639200998752,5.608065532451166,1.100331649257664,8.16377656867734
"Boise City, ID Metro Area",Very High,2015,0,37.63473975977826,10.53511705685619,5.561291802902542,24.06079591599953
"Boise City, ID Metro Area",Very Low,2010,33.18345323741007,9.956304619225968,20.3528670447385,38.56739918792425,17.66156495870356
"Boise City, ID Metro Area",Very Low,2015,37.95918367346939,13.05820757622421,22.53344481605351,39.51127172603683,15.86030862048962
"Boston-Cambridge-Newton, MA-NH Metro Area",High,2010,8.250131371518654,15.67285810935482,5.387898676618836,6.033028704612365,26.74057154244598
"Boston-Cambridge-Newton, MA-NH Metro Area",High,2015,6.963667820069204,17.16835915128997,6.012721442464385,6.702515337827597,25.81060291807252
"Boston-Cambridge-Newton, MA-NH Metro Area",Low,2010,30.89858118759853,23.44547635155914,25.21287776419364,19.30124509322865,17.99397025587915
"Boston-Cambridge-Newton, MA-NH Metro Area",Low,2015,29.10899653979239,19.70778449805143,21.92924354728487,20.55235948836566,19.09485532121988
"Boston-Cambridge-Newton, MA-NH Metro Area",Moderate,2010,12.66421439831844,14.49658650593518,7.138107800870815,9.033059371933268,27.58992908936371
"Boston-Cambridge-Newton, MA-NH Metro Area",Moderate,2015,9.645328719723183,16.89737536841223,9.250906797035167,9.619832750133444,24.51438948788383
"Boston-Cambridge-Newton, MA-NH Metro Area",Very High,2010,9.879138202837625,24.44184759210284,2.374364584003604,4.531096663395486,21.24058135549976
"Boston-Cambridge-Newton, MA-NH Metro Area",Very High,2015,10.89965397923875,29.43666103281138,3.872154760027335,5.895261253780914,24.62511554378252
"Boston-Cambridge-Newton, MA-NH Metro Area",Very Low,2010,38.30793483972675,21.94323144104803,59.8867511743131,61.10157016683022,6.434947756811392
"Boston-Cambridge-Newton, MA-NH Metro Area",Very Low,2015,43.38235294117647,16.78981994943499,58.93497345318824,57.23003116989239,5.955036729041256
"Bridgeport-Stamford-Norwalk, CT Metro Area",High,2010,9.467455621301776,20.60851181174741,2.961424980876407,6.107667071430093,27.22853586500998
"Bridgeport-Stamford-Norwalk, CT Metro Area",High,2015,6.060606060606061,15.91734152471377,2.888913933656411,7.127176663193928,29.48567169123737
"Bridgeport-Stamford-Norwalk, CT Metro Area",Low,2010,22.18934911242604,28.70668259950363,27.59989800750373,28.28444217208837,8.98190361853977
"Bridgeport-Stamford-Norwalk, CT Metro Area",Low,2015,33.93939393939394,29.1538676347389,29.3549720124723,32.3653073374014,11.86930594666225
"Bridgeport-Stamford-Norwalk, CT Metro Area",Moderate,2010,15.38461538461539,29.18466770842909,8.16304229046006,14.04742123090688,31.76772996103791
"Bridgeport-Stamford-Norwalk, CT Metro Area",Moderate,2015,1.616161616161616,21.80955040491483,7.190352755550547,9.882422979610062,26.25393407321517
"Bridgeport-Stamford-Norwalk, CT Metro Area",Very High,2010,14.79289940828402,13.539847412446,1.223909955196153,7.143009309558808,28.95936600060395
"Bridgeport-Stamford-Norwalk, CT Metro Area",Very High,2015,0,25.10471935213627,3.347233179308013,6.187676737609763,28.5431505714759
"Bridgeport-Stamford-Norwalk, CT Metro Area",Very Low,2010,38.16568047337278,7.960290467873886,60.05172476596364,44.41746021601585,3.062464554808393
"Bridgeport-Stamford-Norwalk, CT Metro Area",Very Low,2015,58.38383838383838,8.014521083496231,57.21852811901273,44.43741628218485,3.847937717409309
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",High,2010,10.38751345532831,15.01532175689479,1.252122779002864,9.540676416819013,25.71961309870645
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",High,2015,6.306818181818182,9.727081875437369,3.117117595518148,8.743482794577686,26.59145594331897
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",Low,2010,61.14101184068891,24.2813366408872,20.31784655159304,32.34689213893967,18.76995688148234
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",Low,2015,34.65909090909091,26.11383251691159,20.63032684597616,27.67466110531804,17.82075130306705
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",Moderate,2010,16.03875134553283,10.52093973442288,5.619344536537145,14.12819926873857,24.65854795478382
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",Moderate,2015,15.85227272727273,9.645439701422905,7.529936542495287,12.11157455683003,25.4359957590802
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",Very High,2010,2.099031216361679,30.4975922953451,3.510506171900743,10.67755941499086,26.65889756438644
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",Very High,2015,3.011363636363636,20.2355959878703,3.300321270212145,7.971845672575599,25.66899240062725
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",Very Low,2010,10.33369214208827,19.68480957245002,69.30017996096622,33.30667276051189,4.192984500640951
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",Very Low,2015,40.17045454545455,34.27804991835783,65.42229774579826,43.49843587069864,4.482804593906535
"Cape Coral-Fort Myers, FL Metro Area",High,2010,9.532062391681109,31.92291579388354,7.818214521254271,17.91466666666667,27.57997440818938
"Cape Coral-Fort Myers, FL Metro Area",High,2015,61.11111111111111,16.84532924961715,7.573662376342942,18.26976102941176,22.80569527960284
"Cape Coral-Fort Myers, FL Metro Area",Low,2010,26.16984402079723,6.074570590699623,20.19305713771809,26.256,16.37396033269354
"Cape Coral-Fort Myers, FL Metro Area",Low,2015,0,11.58754466564574,30.89033081587066,23.125,15.10822014320122
"Cape Coral-Fort Myers, FL Metro Area",Moderate,2010,21.49046793760832,24.38206954335987,9.640865759338089,22.344,25.88771593090211
"Cape Coral-Fort Myers, FL Metro Area",Moderate,2015,0,24.96171516079632,13.40814806935433,23.86029411764706,22.01759703766815
"Cape Coral-Fort Myers, FL Metro Area",Very High,2010,3.119584055459272,23.92124005027231,3.939085077042988,4.352,19.12667946257198
"Cape Coral-Fort Myers, FL Metro Area",Very High,2015,17.03703703703704,41.80704441041348,6.020636102542283,8.943014705882353,30.81775432962496
"Cape Coral-Fort Myers, FL Metro Area",Very Low,2010,39.68804159445407,13.69920402178467,58.40877750464656,29.13333333333333,11.03166986564299
"Cape Coral-Fort Myers, FL Metro Area",Very Low,2015,21.85185185185185,4.79836651352731,42.1072226358898,25.80193014705882,9.25073320990284
"Charleston-North Charleston, SC Metro Area",High,2010,15.07293354943274,23.34530528476142,8.06353444721497,8.319738988580751,29.71066886341816
"Charleston-North Charleston, SC Metro Area",High,2015,4.05727923627685,32.35414116687066,13.34911673647787,16.81498492895077,22.16399742355266
"Charleston-North Charleston, SC Metro Area",Low,2010,47.48784440842788,28.37352488455618,23.43470834233208,29.14913711685412,25.13542024725307
"Charleston-North Charleston, SC Metro Area",Low,2015,34.84486873508354,20.39983680130559,26.20449624638297,23.48930673173532,17.76984464895905
"Charleston-North Charleston, SC Metro Area",Moderate,2010,11.18314424635332,20.98512057465367,13.9123947146251,14.36421396067657,19.62971303945856
"Charleston-North Charleston, SC Metro Area",Moderate,2015,33.17422434367542,22.60301917584659,17.27270887715251,21.8099612458734,21.48276727911877
"Charleston-North Charleston, SC Metro Area",Very High,2010,0,9.902514109799897,.8010523629081343,2.129303683351936,9.254803418398188
"Charleston-North Charleston, SC Metro Area",Very High,2015,10.97852028639618,18.15585475316198,4.330318298630082,9.982775943734749,29.50796406074302
"Charleston-North Charleston, SC Metro Area",Very Low,2010,26.25607779578606,17.39353514622884,53.78831013291971,46.03760625053662,16.26939443147202
"Charleston-North Charleston, SC Metro Area",Very Low,2015,16.94510739856802,6.487148102815178,38.84335984135656,27.90297114970576,9.075426587626502
"Charlotte-Concord-Gastonia, NC-SC Metro Area",High,2010,12.64696536383858,21.05596754769601,9.78988938101368,10.17351307644384,23.01836830779634
"Charlotte-Concord-Gastonia, NC-SC Metro Area",High,2015,27.65957446808511,23.56370875995449,14.52299322017262,13.14759153070618,24.9664554185307
"Charlotte-Concord-Gastonia, NC-SC Metro Area",Low,2010,24.11820781696854,21.44260632566394,24.99363631735504,26.24434988931748,21.03081186466921
"Charlotte-Concord-Gastonia, NC-SC Metro Area",Low,2015,28.62208713272543,11.22013651877133,21.26425902165759,24.09134770022515,18.47529869888654
"Charlotte-Concord-Gastonia, NC-SC Metro Area",Moderate,2010,28.97998093422307,19.3826456233758,13.69246321791431,18.3945069657083,22.99119345022735
"Charlotte-Concord-Gastonia, NC-SC Metro Area",Moderate,2015,15.40020263424519,17.74744027303754,18.59930308702999,20.08518095407105,20.84247336448149
"Charlotte-Concord-Gastonia, NC-SC Metro Area",Very High,2010,5.179536066094694,26.3421436267985,3.667663037549364,5.563287867340041,20.43043710442413
"Charlotte-Concord-Gastonia, NC-SC Metro Area",Very High,2015,12.51266464032421,35.2815699658703,6.282032405751986,9.345504153680638,27.63497090668042
"Charlotte-Concord-Gastonia, NC-SC Metro Area",Very Low,2010,29.07530981887512,11.77663687646574,47.85634804616761,39.62434220119033,12.52918927288297
"Charlotte-Concord-Gastonia, NC-SC Metro Area",Very Low,2015,15.80547112462006,12.18714448236633,39.33141226538782,33.33037566131698,8.080801611420849
"Chattanooga, TN-GA Metro Area",High,2010,40.16064257028113,40.98454493417287,7.3261527770884,20.4979129397734,29.58340636868244
"Chattanooga, TN-GA Metro Area",High,2015,29.88505747126437,34.63554073368271,7.056429435705643,15.07397930804316,22.30097819710013
"Chattanooga, TN-GA Metro Area",Low,2010,39.3574297188755,18.66056096164854,24.07306298704522,34.55575432319618,28.88810984516506
"Chattanooga, TN-GA Metro Area",Low,2015,46.55172413793103,19.43782753692235,17.13232867671323,18.40026699299143,17.97512002969313
"Chattanooga, TN-GA Metro Area",Moderate,2010,2.008032128514056,17.63022323983973,6.219288231498486,9.675014907573047,17.07508033888402
"Chattanooga, TN-GA Metro Area",Moderate,2015,6.896551724137931,11.57694140066699,13.59586404135959,23.60663032595394,23.12951233821434
"Chattanooga, TN-GA Metro Area",Very High,2010,0,16.14195764167144,2.337817044721298,4.755515802027429,12.61583406368682
"Chattanooga, TN-GA Metro Area",Very High,2015,13.79310344827586,23.86850881372082,6.110438895611043,12.81566358883079,23.60244728870584
"Chattanooga, TN-GA Metro Area",Very Low,2010,18.47389558232932,6.58271322266743,60.0436789596466,30.51580202742993,11.83756938358165
"Chattanooga, TN-GA Metro Area",Very Low,2015,2.873563218390804,10.48118151500715,56.1049389506105,30.10345978418066,12.99194214628656
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",High,2010,17.04282921627866,37.62533422459893,6.646349897794064,13.30629231791089,39.62599209595732
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",High,2015,16.4308031611836,29.7118160267058,5.543898646358725,12.12452773860885,29.99775692354239
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Low,2010,33.67691487471121,15.13118315508021,17.75748540464109,35.41543363784623,10.7686325390149
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Low,2015,31.50156221282853,13.85202148075279,19.21861605629872,35.29884889229614,10.25357196884732
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Moderate,2010,32.14856939754754,24.08589572192513,10.61558492314246,20.9487315660684,24.97088440193193
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Moderate,2015,22.25693806285609,19.9350094341144,10.40424832040829,20.60342216509114,23.36868352277766
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Very High,2010,4.051892660387417,20.60160427807487,1.594676069759119,3.155203176619893,22.5640591282453
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Very High,2015,10.05329902591435,33.99748423615927,3.145621100057814,6.306963020501978,34.43111929515234
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Very Low,2010,13.07979385107517,2.555982620320855,63.38590370466327,27.1743393015546,2.070431834850553
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Very Low,2015,19.75739753721742,2.503668822267735,61.68761587687646,25.6662381835019,1.948868289680283
"Cincinnati, OH-KY-IN Metro Area",High,2010,11.03825136612022,29.95287464655985,4.938984385251279,13.8001424163304,22.17050477791987
"Cincinnati, OH-KY-IN Metro Area",High,2015,26.01626016260163,31.36607828089025,4.245250948450524,12.77900510398415,24.016206312295
"Cincinnati, OH-KY-IN Metro Area",Low,2010,56.6120218579235,10.92365692742696,24.33276472903819,25.12224068359838,24.23472727089648
